Select a state/territory:,Select a county:,How dry or wet is it?,How much experience do you have with conditions there?,How many times in the past have you seen it like this?,Other,When was it like this in the past?,When was it most recently like this?,How localized or widespread are the conditions you are reporting?,How are crop conditions at this time?,Planting Status,Harvest Status,How are range conditions at this time?,Generator issues,Other,Description and/or caption information,photo_exists,Form Version,What is the date?,Crop production,Other crop production impact,Livestock production,Other,Municipal water supply,Other,Community hydropower,Public and community health,Other,Household,Other,Recreation or tourism,Other,Report other business or industry impact,Other,Fire,Fire - Other,Forestry,Forestry - Other,Wildlife habitat,Wildlife habitat - Other,Freshwater fish,Freshwater fish - Other,Spawning fish,Spawning fish - Other,Display Name,Conditions are normal or wet,x,y
Alabama,Mobile,Severely Dry,20 or more years,Once,,,,Across our entire farm.,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"No fall hay crop, aborted pregnancies, and no moisture to plant winter crops.",0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-88.30913748598873,30.492689738528025
Alabama,Elmore,Severely Dry,20 or more years,Twice or more,,,,County wide,,,,Fair - Pastures are providing generally adequate feed but still less than normal for the time of year.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-85.95588519999855,32.59371789999945
Alabama,Marion,Severely Dry,5-10 years,Never,,,,Everyone I know has the same problem. ,very_poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc",,,,,,,"increased_lawn_landscape_watering,dry_lawn",,,,,,,,"leaves_discolored_shriveled_burnt,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,excessive_cone_production,dead_trees",,,,,,,,,,-87.8722305633942,34.23719467993906
Alabama,Covington,Severely Dry,20 or more years,Twice or more,,,2016,,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-86.59439067052234,31.358465640538544
Alabama,Marshall,Severely Dry,20 or more years,Twice or more,,,2016,Widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,The difference between the two pictures is July to November,1,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,animal_stress",,,,,,,,,,,,,"more_intense_fires,burn_or_fireworks_bans",,,,,,,,,,Mark23,,-86.54724300212564,34.365774017929
Alabama,Fayette,Severely Dry,20 or more years,Once,,2007,,I think it was  2007. It’s been a long time since the soil has been this dry and no moisture even in the little creek beds ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Cg2002,,-87.91434267274953,33.689676261796976
Alabama,Chambers,Moderately Dry,5-10 years,Twice or more,,,2019,These Conditions are pretty Widespread for the Surrounding Counties are suffering from Lack of Rain. ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Drought has affected the pastures and Livestock weight. ,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights",,,,,,,,,,,,,,,,,,,,,,,,,-85.48042506893444,32.844850936814126
Alabama,Colbert,Severely Dry,20 or more years,Once,,,,It is pretty widespread throughout the southeast. ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress",,"hauling_water,water_rate_change",,,,,"dry_lawn,increased_power_bill",,,,,,"more_fire_risk,smoke_from_distant_fire,burn_or_fireworks_bans",,,,,,,,,,Edgin Cattle Farm,,-88.01604964005945,34.72965538093137
Alabama,Clay,Severely Dry,20 or more years,Twice or more,,,2022,Widespread ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy",,"less_water,invasive_plant_or_animal_species,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,,,,,Smilly,,-85.7605488366787,33.29314572026332
Alabama,Bibb,Severely Dry,20 or more years,Once,,2007,,Bibb county as a whole is extremely dry,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Some Creeks are dry and others just have standing pooled  water. The Cahaba river is the lowest I have seen it. Our grass has been gone, even before frost. Dead wilted. No grazing and no potential for winter grazing at this point with no measurable rain chances in sight.",1,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress",,,,,,,,,,,,,,,,,,,,,,,Ashton Cottingham,,-87.13667850949389,32.93651010378481
Alabama,Escambia,Severely Dry,20 or more years,Once,,2000,,All of lower Alabama ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed",,,,,,,,,,,,,,,,,,,,,,,John T Barrentine ,,-86.93013300773275,31.054259495635463
Alabama,Houston,Severely Dry,20 or more years,Once,,,,15-20 mile radius,poor,later_than_normal,normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress",,"reduced_pasture_forage,supplemental_feed",,,,,,,,,,,,,,,,,,,,,,,,,-85.04507913451013,31.078946415203557
Alabama,Talladega,Severely Dry,10-20 years,Never,,,,Very widespread ,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,hauling_water,,,,,,,,,,,,,,,,,,,,,Farmer205256,,-86.18744775531817,33.512931306009456
Alabama,Dale,Severely Dry,20 or more years,Never,,,,Statewide,very_poor,later_than_normal,earlier_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Delayed planting of winter grazing
Delayed turn in dates for winter grazing
Been feeding hay for 3 weeks
Increased supplemental feeding due to droughts 
Drought decreased stockpiled grazing and early frost made what little we had bitter 
Excessive length of drought caused increased usage of well water ",0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"reduced_outdoor_water_use,dry_lawn",,,,,,more_fires_than_usual,,"leaves_discolored_shriveled_burnt,needle_drop_or_sparse_canopy",,less_water,,,,,,Bill Walding,,-85.5927971390916,31.59409411380629
Alabama,Marengo,Moderately Dry,5-10 years,Never,,,,,,,,Fair - Pastures are providing generally adequate feed but still less than normal for the time of year.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,mortality,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,,,,,"less_water,water_quality_change",,,,Michael,,-86.80693953583082,31.766921404375275
Alabama,Calhoun,Moderately Dry,20 or more years,Twice or more,,,,,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,more_fires_than_usual,,,,,,less_water,,,,R5,,-85.66569007233949,33.68608347353208
Alabama,Barbour,Moderately Dry,20 or more years,Twice or more,,,2016,,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Dykes,,-85.62544009999856,31.84067649999946
Alabama,Clarke,Severely Dry,20 or more years,Never,,,,Widespread ,,,,null,,,"I’ve had maybe a inch of rain since july , been feeding hay since august ",0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Jonathan McLendon,,-87.85436903492284,31.626144019712747
Alabama,Clay,Severely Dry,20 or more years,Twice or more,,,2016,Widespread,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Only first cutting of hay in June was normal. 2nd cutting in early August less than 1/4 of first cutting. Not enough growth for 3rd cutting. Pastures dried up. Began feeding hay mid-October.,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,"less_food,less_water,invasive_plant_or_animal_species,change_in_animal_migration",,,,,,Hughey Reynolds ,,-85.72472502476555,33.29866073478351
Alabama,Bibb,Severely Dry,20 or more years,Twice or more,,,2016,The entire county of Bibb,poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,"more_fire_risk,burn_or_fireworks_bans",,fewer_saplings_or_reduced_survival,,"less_food,less_water,change_in_wetland_bog_swamp_muskeg",,,,,,Trouble Moody,,-87.19716686418633,32.969128849041006
Alabama,Autauga,Severely Dry,20 or more years,Once,,2016,,Widespread ,poor,later_than_normal,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,air_quality_dust_pollen,,"reduced_outdoor_water_use,dry_lawn,increased_power_bill",,hunting_or_fishing_reduced,,,,more_fire_risk,,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,fewer_saplings_or_reduced_survival",,"less_food,less_water",,,,,,Chip Cleveland ,,-86.5332193027874,32.392189026165084
Alabama,Shelby,Severely Dry,20 or more years,Once,,2004,,Very dry including dry watering holes for cattle,poor,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,less_water_in_ponds_creeks_etc,sold_livestock",,water_quality_issues,,,,,,,,,,,,,,,,,,,,,Simplefarmer,,-86.37313055068934,33.35407322224024
Alabama,Etowah,Severely Dry,20 or more years,Once,,2016,,Across the state,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,LMG,,-85.83059624722351,33.98863733978352
Alabama,Barbour,Severely Dry,20 or more years,Never,,,,Covers several counties in southeast Alabama,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,Circle A ,,-85.5769601128113,31.65888472956822
Alabama,Barbour,Severely Dry,20 or more years,Never,,,,Over multiple southeast counties,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,increased_power_bill,,,,,,,,,,,,,,,,Circle A,,-85.57203993289063,31.68369884677619
Alabama,Geneva,Severely Dry,20 or more years,Twice or more,,,2018,"Widespread throughout the county and region. Barring spotty showers, it’s been almost three months since we had significant rain. ",very_poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,Lost two full cutting of hay. Started feeding hay in early September because grass was affected by drought. Feeding calves to try to maintain weight. Waiting to plant winter grazing because it is too dry and we don’t have irrigation. ,1,CMOR 2022 NDMC,11/6/2023,"reduced_yield,crop_disease,plant_stress,increased_irrigation",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress",,,,,air_quality_dust_pollen,,dry_lawn,,"less_appealing_landscape,hunting_or_fishing_reduced",,"landscaping_business_down,reduced_production_due_to_lack_water",,more_fire_risk,,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top",,"less_food,less_water,change_in_animal_migration",,"less_water,reduced_streamflow",,low_streamflow,,Byrd Hill 71,,-85.67562708250028,31.18007677112766
Alabama,Crenshaw,Severely Dry,20 or more years,Once,,2007,,All of South Alabama,poor,later_than_normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,animal_stress,mortality,less_water_in_ponds_creeks_etc",,,,,"garden_needs_more_water_or_yields_less,stress",,"increased_lawn_landscape_watering,dry_lawn,increased_power_bill",,hunting_or_fishing_reduced,,"landscaping_business_down,lawn_implement_sales_down",,more_fire_risk,,"change_in_timing_of_plant_growth,dead_trees",,"less_food,less_water,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow",,low_streamflow,,,,-86.28395399999994,31.731290000000055
Alabama,Marshall,Severely Dry,20 or more years,Once,,2014,,Widespread in the surrounding communities.,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.43601960044042,34.3318704091533
Alabama,Jackson,Severely Dry,20 or more years,Once,,2017,,Within 50 mile radius of scottsboro alabama,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"dry_lawn,increased_power_bill",,,,,,more_fires_than_usual,,,,"less_food,less_water,change_in_animal_migration,wildlife_foraging_near_people",,"less_water,reduced_streamflow,water_quality_change",,,,,,-86.09460999999999,34.68520000000006
Alabama,Jackson,Moderately Dry,20 or more years,Twice or more,,,2016,,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.90669073796171,34.745063632472515
Alabama,Pike,Moderately Dry,20 or more years,Twice or more,,,,Widespread ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.73508849999854,31.68714629999946
Alabama,DeKalb,Moderately Dry,less than 5 years,Never,,,,,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Solid Rock Farmer,,-85.85521617541208,34.374074695780536
Alabama,Bibb,Moderately Dry,10-20 years,Once,,2017,,,,,,Fair - Pastures are providing generally adequate feed but still less than normal for the time of year.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed",,,,,,,,,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,,,,,,,Chancetribe,,-86.92415449999852,33.02051319999945
Alabama,Mobile,Severely Dry,20 or more years,Never,,,,"Somewhat localized, missed rain others have received, but dry all over the area",,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Bob,,-88.39507404174427,31.0482640150228
Alabama,Lawrence,Severely Dry,10-20 years,Never,,,,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,,,,,,,,,,,,,,,,,,,,,,Walter Jett,,-87.1399240228999,34.49618398421266
Alabama,Chilton,Moderately Dry,20 or more years,Twice or more,,,2017,Widespread ,poor,normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,Hit and miss showers most of the summer most of which missed our farm often when we had any rain.  No rain to speak of since early July,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,insect_infestation,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"reduced_outdoor_water_use,dry_lawn,cracked_foundation,increased_power_bill",,,,,,,,,,"less_food,less_water,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change",,,,Jack Jill,,-86.79024895969324,32.92336302014223
